ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L,pagesNumber,Rating
1583941037,Walter El Perro Pedorrero,William Kotzwinkle,2004,http://images.amazon.com/images/P/1583941037.01.LZZZZZZZ.jpg,32,3.9
1561632570,Just Bloomed: The Art of Boris Lopez,Boris Lopez,2000,http://images.amazon.com/images/P/1561632570.01.LZZZZZZZ.jpg,62,4.5
1561632503,Foreplay,Kevin Taylor,2000,http://images.amazon.com/images/P/1561632503.01.LZZZZZZZ.jpg,80,4.56
057117518X,Over Nine Waves: A Book of Irish Legends,Marie Heaney,1995,http://images.amazon.com/images/P/057117518X.01.LZZZZZZZ.jpg,254,4.16
1560972181,Liz and Beth Vol. 3: 'Tit for Twat' (Eros Graphic Album Series No 20),G. Levis,1997,http://images.amazon.com/images/P/1560972181.01.LZZZZZZZ.jpg,112,3.33
1887128611,What the Fuck: The Avant-Porn Anthology,Michael A. Hemmingson,2000,http://images.amazon.com/images/P/1887128611.01.LZZZZZZZ.jpg,225,3.77
8185063133,Soul of the Qur'an: Inspiring Prayers to Kindle Heart and Mind,Saniyasnain Khan,1998,http://images.amazon.com/images/P/8185063133.01.LZZZZZZZ.jpg,155,4.4
2831562376,Berlitz Greek Phrase Book (Berlitz Phrase Book),Berlitz Publishing,1998,http://images.amazon.com/images/P/2831562376.01.LZZZZZZZ.jpg,192,3.75
014027782X,Difficult Conversations,Roger Fisher,2004,http://images.amazon.com/images/P/014027782X.01.LZZZZZZZ.jpg,250,4.09
037383280X,Tess (Calloway Corners) (Calloway Corners),Sabrina Burton,1993,http://images.amazon.com/images/P/037383280X.01.LZZZZZZZ.jpg,299,3.7
8571648972,EstaÃ§Ã£o Carandiru,Drauzio Varella,1999,http://images.amazon.com/images/P/8571648972.01.LZZZZZZZ.jpg,297,4.3
3423243090,NÃ?Â¶. Roman.,Claudia Frenzel,2002,http://images.amazon.com/images/P/3423243090.01.LZZZZZZZ.jpg,215,3.43
158062118X,Extraordinary Women: Women Who Changed History (Extraordinary Women),Catherine M. Edmonson,1999,http://images.amazon.com/images/P/158062118X.01.LZZZZZZZ.jpg,368,3.33
1559580496,Letters of a Businessman to His Son,G. Kingsley Ward,1990,http://images.amazon.com/images/P/1559580496.01.LZZZZZZZ.jpg,226,4.17
1565123026,Somehow Form a Family: Stories That Are Mostly True,Tony Earley,2001,http://images.amazon.com/images/P/1565123026.01.LZZZZZZZ.jpg,192,3.8
1882413342,The Summer of Black Widows,Sherman Alexie,1996,http://images.amazon.com/images/P/1882413342.01.LZZZZZZZ.jpg,140,4.25
039474327X,Where Water Comes Together With Other Water: Poems,Raymond Carver,1986,http://images.amazon.com/images/P/039474327X.01.LZZZZZZZ.jpg,144,4.18
2070513408,LA Potion Magique De Georges Bouillon,Roald Dahl,2002,http://images.amazon.com/images/P/2070513408.01.LZZZZZZZ.jpg,148,4.03
2070378446,L'Ã?Â©toffe des hÃ?Â©ros,Tom Wolfe,1987,http://images.amazon.com/images/P/2070378446.01.LZZZZZZZ.jpg,544,4.24
076361050X,Show and Tell Bunnies,Kathryn Lasky,2001,http://images.amazon.com/images/P/076361050X.01.LZZZZZZZ.jpg,32,3.71
1565122135,Running North: A Yukon Adventure,Ann Mariah Cook,1998,http://images.amazon.com/images/P/1565122135.01.LZZZZZZZ.jpg,312,4.01
088240539X,Alone Across the Arctic: One Woman's Epic Journey by Dog team,Pam Flowers,2001,http://images.amazon.com/images/P/088240539X.01.LZZZZZZZ.jpg,120,3.89
1558321292,The Vbac Companion: The Expectant Mother's Guide to Vaginal Birth After Cesarean,Diana Korte,1998,http://images.amazon.com/images/P/1558321292.01.LZZZZZZZ.jpg,256,3.82
1556112092,Yellow Gardenia,Anthony Mancini,1990,http://images.amazon.com/images/P/1556112092.01.LZZZZZZZ.jpg,323,2.0
081180304X,The Design of Books,Adrian Wilson,1993,http://images.amazon.com/images/P/081180304X.01.LZZZZZZZ.jpg,160,3.74
1592280382,The Bandit Queen of India: An Indian Woman's Amazing Journey From Peasant to International Legend,Phoolan Devi,2003,http://images.amazon.com/images/P/1592280382.01.LZZZZZZZ.jpg,497,4.3
186448117X,Touching Earth Lightly,Margo Lanagan,1997,http://images.amazon.com/images/P/186448117X.01.LZZZZZZZ.jpg,208,3.83
031215660X,Some Men Are Lookers,Ethan Mordden,1997,http://images.amazon.com/images/P/031215660X.01.LZZZZZZZ.jpg,340,4.06
1570623295,The Compass of Zen (Shambhala Dragon Editions),SEUNG SAHN,1997,http://images.amazon.com/images/P/1570623295.01.LZZZZZZZ.jpg,394,4.35
1852425555,Cheatin' Heart: Women's Secret Stories,Kim Longinotto,1999,http://images.amazon.com/images/P/1852425555.01.LZZZZZZZ.jpg,224,5.0
185242527X,Voices,Dacia Maraini,1997,http://images.amazon.com/images/P/185242527X.01.LZZZZZZZ.jpg,256,3.42
044100539X,Immortals,Jack Dann,1998,http://images.amazon.com/images/P/044100539X.01.LZZZZZZZ.jpg,255,3.77
1891852205,Way Out in West Virginia: A Must Havea Guide to the Oddities &amp; Wonders of the Mountain,Jeanne Mozier,2004,http://images.amazon.com/images/P/1891852205.01.LZZZZZZZ.jpg,330,3.7
185984829X,Food and Love: A Cultural History of East and West,Jack Goody,1999,http://images.amazon.com/images/P/185984829X.01.LZZZZZZZ.jpg,320,3.47
158115075X,The Education of an Illustrator,Steven Heller,2000,http://images.amazon.com/images/P/158115075X.01.LZZZZZZZ.jpg,288,4.0
057117213X,Amateur,Hal Hartley,1995,http://images.amazon.com/images/P/057117213X.01.LZZZZZZZ.jpg,78,4.28
067944811X,The Moral Intelligence of Children,Robert Coles,1997,http://images.amazon.com/images/P/067944811X.01.LZZZZZZZ.jpg,218,3.51
1575450615,The Elf Queen and the King (Ruin Mist Tales Series),Robert Stanek,2002,http://images.amazon.com/images/P/1575450615.01.LZZZZZZZ.jpg,236,2.2
1559702761,Wallenberg : Missing Hero,Kati Marton,1995,http://images.amazon.com/images/P/1559702761.01.LZZZZZZZ.jpg,251,4.17
082175467X,A Determined Lady (Zebra Regency Romance),Irene Loyd Black,1996,http://images.amazon.com/images/P/082175467X.01.LZZZZZZZ.jpg,315,2.83
1557731195,Miss Pennington's Choice,Megan Daniel,1988,http://images.amazon.com/images/P/1557731195.01.LZZZZZZZ.jpg,203,3.0
1558321144,Vegetarian Planet: 350 Big-Flavor Recipes for Out-Of-This-World Food Every Day,Didi Emmons,1997,http://images.amazon.com/images/P/1558321144.01.LZZZZZZZ.jpg,576,4.02
188954082X,Chewing: Plus Training Tips (Simple Solutions),Kim Campbell Thornton,2002,http://images.amazon.com/images/P/188954082X.01.LZZZZZZZ.jpg,64,3.75
067972785X,Mischief Makers (Vintage Contemporaries (Paperback)),Nettie Jones,1991,http://images.amazon.com/images/P/067972785X.01.LZZZZZZZ.jpg,0,3.78
1896754198,Visiting Scholar: A Reader for Educational Leaders,Geoffrey B. Isherwood,2002,http://images.amazon.com/images/P/1896754198.01.LZZZZZZZ.jpg,217,0.0
1579590071,Gardening Mad,Monty Don,1998,http://images.amazon.com/images/P/1579590071.01.LZZZZZZZ.jpg,192,3.7
1576734137,Things Not Seen (Angel of Mercy Series),Al Lacy,1999,http://images.amazon.com/images/P/1576734137.01.LZZZZZZZ.jpg,322,3.97
014018936X,Mr. Sammler's Planet (Penguin Twentieth Century Classics),Saul Bellow,1996,http://images.amazon.com/images/P/014018936X.01.LZZZZZZZ.jpg,313,3.76
078581275X,William Morris by Himself: Designs and Writings (Artist by Himself),Gillian Naylor,2000,http://images.amazon.com/images/P/078581275X.01.LZZZZZZZ.jpg,320,3.84
1841951587,Four Tales (Pocket Classics),James Hogg,2001,http://images.amazon.com/images/P/1841951587.01.LZZZZZZZ.jpg,144,3.59
006097530X,Outerbridge Reach: A Novel,Robert Stone,1993,http://images.amazon.com/images/P/006097530X.01.LZZZZZZZ.jpg,409,3.75
020174144X,PDF with Acrobat 5: Visual QuickStart Guide,Jennifer Alspach,2001,http://images.amazon.com/images/P/020174144X.01.LZZZZZZZ.jpg,304,3.67
1564967743,Graphic Designer's Digital Printing and Prepress Handbook,Constance Sidles,2001,http://images.amazon.com/images/P/1564967743.01.LZZZZZZZ.jpg,240,2.0
1569470162,Just a Corpse at Twilight: A Grijpstra and De Gier Mystery,Janwillem van de Wetering,1994,http://images.amazon.com/images/P/1569470162.01.LZZZZZZZ.jpg,265,3.81
1575665697,Fit for Life: A New Beginning : Your Complete Diet and Health Plan for the Millennium,Harvey Diamond,2000,http://images.amazon.com/images/P/1575665697.01.LZZZZZZZ.jpg,333,3.8
014018547X,The Guide (Penguin Twentieth-Century Classics),R.K. Narayan,1993,http://images.amazon.com/images/P/014018547X.01.LZZZZZZZ.jpg,220,3.91
059046955X,An American Hero: The True Story of Charles A. Lindberg,Barry Denenberg,1998,http://images.amazon.com/images/P/059046955X.01.LZZZZZZZ.jpg,272,3.77
3404146522,Silberkiesel.,HansjÃ?Â¶rg Schneider,2001,http://images.amazon.com/images/P/3404146522.01.LZZZZZZZ.jpg,240,3.36
3462032178,Alles ist erleuchtet.,Jonathan Safran Foer,2003,http://images.amazon.com/images/P/3462032178.01.LZZZZZZZ.jpg,384,3.9
2253009180,Le parfum de la dame en noir,Gaston Leroux,1975,http://images.amazon.com/images/P/2253009180.01.LZZZZZZZ.jpg,286,3.54
2266079999,Contact,Carl Sagan,1997,http://images.amazon.com/images/P/2266079999.01.LZZZZZZZ.jpg,580,4.14
1578562775,The Forgiving Hour,Robin Lee Hatcher,1999,http://images.amazon.com/images/P/1578562775.01.LZZZZZZZ.jpg,400,4.38
2253136425,Coeur Simple,Flaubert,1998,http://images.amazon.com/images/P/2253136425.01.LZZZZZZZ.jpg,96,3.53
225300622X,La mÃ?Â¨re,Buck Pearl,1971,http://images.amazon.com/images/P/225300622X.01.LZZZZZZZ.jpg,222,4.03
1566398061,Larry Kane's Philadelphia,Larry Kane,2000,http://images.amazon.com/images/P/1566398061.01.LZZZZZZZ.jpg,215,3.9
3404920775,Das Seifenopernquartett.,Tonino Benacquista,2001,http://images.amazon.com/images/P/3404920775.01.LZZZZZZZ.jpg,431,3.98
1563086123,Marketing/Planning Library and Information Services:,Darlene E. Weingand,1999,http://images.amazon.com/images/P/1563086123.01.LZZZZZZZ.jpg,187,3.43
1567181414,A Garden of Pomegranates: Skrying on the Tree of Life,Israel Regardie,1999,http://images.amazon.com/images/P/1567181414.01.LZZZZZZZ.jpg,552,4.1
038550781X,Looking for My Country: Finding Myself in America,Robert MacNeil,2003,http://images.amazon.com/images/P/038550781X.01.LZZZZZZZ.jpg,224,3.64
1567921701,Some Folk Think the South Pole's Hot: The Three Tenors Play the Antarctic,Elke Heidenreich,2001,http://images.amazon.com/images/P/1567921701.01.LZZZZZZZ.jpg,64,4.06
1551925729,Tiger Dreams,Almeda Glenn Miller,2002,http://images.amazon.com/images/P/1551925729.01.LZZZZZZZ.jpg,368,3.44
1575663678,The Door,Mary Rinehart,1998,http://images.amazon.com/images/P/1575663678.01.LZZZZZZZ.jpg,384,3.81
159008019X,Blissful Marriage: A Practical Islamic Guide,Ekram Beshir,2003,http://images.amazon.com/images/P/159008019X.01.LZZZZZZZ.jpg,278,4.09
006039322X,Alfred Hitchcock : A Life in Darkness and Light,Patrick McGilligan,2003,http://images.amazon.com/images/P/006039322X.01.LZZZZZZZ.jpg,864,4.0
1854875930,Mix and Match,Tegan James,1998,http://images.amazon.com/images/P/1854875930.01.LZZZZZZZ.jpg,400,3.0
1893115291,Database Programming with Visual Basic .NET,Carsten Thomsen,2001,http://images.amazon.com/images/P/1893115291.01.LZZZZZZZ.jpg,472,3.0
1893115267,Visual Basic .NET and the .NET Platform: An Advanced Guide,Andrew Troelsen,2001,http://images.amazon.com/images/P/1893115267.01.LZZZZZZZ.jpg,1200,4.0
1555838308,The Little Death,Michael Nava,2003,http://images.amazon.com/images/P/1555838308.01.LZZZZZZZ.jpg,168,3.93
1887654151,Student Entrepreneurs: 14 Undergraduate All-Stars Tell Thier Stories,Michael McMyne,2003,http://images.amazon.com/images/P/1887654151.01.LZZZZZZZ.jpg,132,0.0
1400030870,Something to Declare : Essays on France and French Culture,JULIAN BARNES,2003,http://images.amazon.com/images/P/1400030870.01.LZZZZZZZ.jpg,320,3.56
1888451467,A Soldier's Daughter Never Cries,Kaylie Jones,2003,http://images.amazon.com/images/P/1888451467.01.LZZZZZZZ.jpg,204,3.66
078670537X,The Mammoth Book of Tasteless Lists,Karl Shaw,1998,http://images.amazon.com/images/P/078670537X.01.LZZZZZZZ.jpg,463,4.24
042507207X,Starsilk (Berkley Science Fantasy),Sydney J. Van Scyoc,1984,http://images.amazon.com/images/P/042507207X.01.LZZZZZZZ.jpg,245,4.06
1573220868,From Here to Nirvana: The Yoga Journal Guide to Spiritual India,Anne Cushman,1998,http://images.amazon.com/images/P/1573220868.01.LZZZZZZZ.jpg,399,4.1
1567183077,Time Travelers from Our Future: An Explanation of Alien Abduction,Bruce Goldberg,1998,http://images.amazon.com/images/P/1567183077.01.LZZZZZZZ.jpg,240,4.0
1569471207,Sandman (St-Cyr and Kohler),J. Robert Janes,1998,http://images.amazon.com/images/P/1569471207.01.LZZZZZZZ.jpg,261,3.64
1841954667,Heavenly Date: And Other Flirtations,Alexander McCall Smith,2003,http://images.amazon.com/images/P/1841954667.01.LZZZZZZZ.jpg,209,3.17
044021016X,Healing Wisdom from the Bible,James E. Gibson,1992,http://images.amazon.com/images/P/044021016X.01.LZZZZZZZ.jpg,352,3.71
1557252238,The Final Harvest: Medjugorje at the End of the Century,Wayne Weible,1999,http://images.amazon.com/images/P/1557252238.01.LZZZZZZZ.jpg,270,4.25
1583484159,In the Heart's Last Kingdom: Robert Penn Warren's Major Poetry,Calvin Bedient,1999,http://images.amazon.com/images/P/1583484159.01.LZZZZZZZ.jpg,264,0.0
1576101746,Michael Abrash's Graphics Programming Black Book (Special Edition),Michael Abrash,1997,http://images.amazon.com/images/P/1576101746.01.LZZZZZZZ.jpg,1200,4.44
078212528X,UNIX Complete,Peter Dyson,1999,http://images.amazon.com/images/P/078212528X.01.LZZZZZZZ.jpg,1032,3.83
1556159021,Programming Windows 95 With Mfc (Microsoft Programming),Jeff Prosise,1996,http://images.amazon.com/images/P/1556159021.01.LZZZZZZZ.jpg,989,3.71
078949387X,France (Eyewitness Travel Guides),Not Applicable (Na ),2003,http://images.amazon.com/images/P/078949387X.01.LZZZZZZZ.jpg,672,4.19
083063360X,Gordon McComb's Gadgeteers Goldmine,Gordon  McComb,1990,http://images.amazon.com/images/P/083063360X.01.LZZZZZZZ.jpg,406,3.83
096267950X,Awaken from Death,Emanuel Swedenborg,1990,http://images.amazon.com/images/P/096267950X.01.LZZZZZZZ.jpg,136,3.67
3257701209,Szenen einer Ehe in Wort und Bild.,Loriot,1997,http://images.amazon.com/images/P/3257701209.01.LZZZZZZZ.jpg,105,4.0
084991213X,The Awesome Power of Shared Beliefs: Five Things Every Man Should Know,Glenn Wagner,1995,http://images.amazon.com/images/P/084991213X.01.LZZZZZZZ.jpg,193,3.14
3822860557,Frank Lloyd Wright,Bruce Brooks Pfeiffer,2000,http://images.amazon.com/images/P/3822860557.01.LZZZZZZZ.jpg,175,3.94
1561583952,Built-In Furniture (Idea Book),Jim Tolpin,2001,http://images.amazon.com/images/P/1561583952.01.LZZZZZZZ.jpg,224,3.58
1561586056,Creating the Not So Big House: Insights and Ideas for the New American Home,Sarah Susanka,2002,http://images.amazon.com/images/P/1561586056.01.LZZZZZZZ.jpg,258,4.05
1552095010,The Painted Kitchen: Over 60 quick and easy ways to transform your kitchen cupboards,Henny Donovan,2000,http://images.amazon.com/images/P/1552095010.01.LZZZZZZZ.jpg,128,3.5
1580170676,Scarecrows: Making Harvest Figures and Other Yard Folks,Felder Rushing,1998,http://images.amazon.com/images/P/1580170676.01.LZZZZZZZ.jpg,112,4.0
1561582298,The New Cottage Home,Jim Tolpin,1998,http://images.amazon.com/images/P/1561582298.01.LZZZZZZZ.jpg,231,4.02
1561582875,Great Kitchens: At Home With America's Top Chefs,Ellen Whitaker,1999,http://images.amazon.com/images/P/1561582875.01.LZZZZZZZ.jpg,231,4.0
1564581896,Eyewitness Visual Dictionaries: Special Military Forces,Ruth Midgley,1993,http://images.amazon.com/images/P/1564581896.01.LZZZZZZZ.jpg,64,3.56
157223217X,Just Labs (Just Pets),Dale C. Spartas,1999,http://images.amazon.com/images/P/157223217X.01.LZZZZZZZ.jpg,144,4.14
1572702206,The Nine Tailors,Dorothy L. Sayers,2001,http://images.amazon.com/images/P/1572702206.01.LZZZZZZZ.jpg,11,4.05
1582450102,Housetraining : An Owner's Guide to a Happy Healthy Pet (Happy Healthy Pet),September  Morn,1999,http://images.amazon.com/images/P/1582450102.01.LZZZZZZZ.jpg,128,3.25
1875559698,Manawa Toa/Heart Warrior,Cathie Dunsford,2000,http://images.amazon.com/images/P/1875559698.01.LZZZZZZZ.jpg,196,4.2
1873741421,Needlepoint,Jenny Roberts,2001,http://images.amazon.com/images/P/1873741421.01.LZZZZZZZ.jpg,265,3.33
1902618300,Mr. Dream Merchant: A Novel,Erroll J. Bailey,2000,http://images.amazon.com/images/P/1902618300.01.LZZZZZZZ.jpg,280,3.78
1892391139,Michael Swanwick's Field Guide to Mesozoic Megafauna,Michael Swanwick,2004,http://images.amazon.com/images/P/1892391139.01.LZZZZZZZ.jpg,34,3.86
1931081484,In the Garden of Poisonous Flowers,Caitlin R. Kiernan,2002,http://images.amazon.com/images/P/1931081484.01.LZZZZZZZ.jpg,85,4.21
1861054920,Private View: The Secret Lives of the World's Great Artists,Alexandra Connor,2003,http://images.amazon.com/images/P/1861054920.01.LZZZZZZZ.jpg,208,3.5
156865054X,Mote in God's Eye,Larry Niven,1993,http://images.amazon.com/images/P/156865054X.01.LZZZZZZZ.jpg,596,4.07
1902881125,The Secret,Anna Enquist,2000,http://images.amazon.com/images/P/1902881125.01.LZZZZZZZ.jpg,262,3.47
1580890547,First Day Jitters,Julie Danneberg,2000,http://images.amazon.com/images/P/1580890547.01.LZZZZZZZ.jpg,32,4.36
2266004670,Le Meilleur Des Mondes,Aldous Huxley,1998,http://images.amazon.com/images/P/2266004670.01.LZZZZZZZ.jpg,285,3.99
1566913640,Rick Steves' Scandinavia 2002,Rick Steves,2002,http://images.amazon.com/images/P/1566913640.01.LZZZZZZZ.jpg,250,4.15
849595107X,Jordi Bernado: Very Very Bad News,Jordi Bernado,2002,http://images.amazon.com/images/P/849595107X.01.LZZZZZZZ.jpg,200,0.0
3822815926,Stanley Kubrick The Complete Films,Paul Duncan,2003,http://images.amazon.com/images/P/3822815926.01.LZZZZZZZ.jpg,192,3.81
038076833X,Avon Books Presents: A Christmas Collection,Stella Cameron,1992,http://images.amazon.com/images/P/038076833X.01.LZZZZZZZ.jpg,384,3.55
1577658035,The Three Musketeers (Great Illustrated Classics),Alexandre Dumas,2002,http://images.amazon.com/images/P/1577658035.01.LZZZZZZZ.jpg,236,4.08
3822858773,Cacas: The Encyclopedia of Poo,Colors Staff,2000,http://images.amazon.com/images/P/3822858773.01.LZZZZZZZ.jpg,120,4.19
034061756X,A parliamentary affair,Edwina Currie,1994,http://images.amazon.com/images/P/034061756X.01.LZZZZZZZ.jpg,662,3.18
014019486X,The Healing Path: A Soul Approach to Illness (Arkana S.),Marc Barasch,1995,http://images.amazon.com/images/P/014019486X.01.LZZZZZZZ.jpg,432,4.23
1557045585,Red Dragon: The Shooting Script (Newmarket Shooting Scripts),Ted Tally,2002,http://images.amazon.com/images/P/1557045585.01.LZZZZZZZ.jpg,160,4.04
037382565X,Every Kid Needs A Hero  (Delta Justice) (Delta Justice),Candace Schuler,1997,http://images.amazon.com/images/P/037382565X.01.LZZZZZZZ.jpg,251,3.33
1930110979,Code Generation in Action,Jack Herrington,2003,http://images.amazon.com/images/P/1930110979.01.LZZZZZZZ.jpg,368,3.31
1583487921,El Proceso,Franz Kafka,1999,http://images.amazon.com/images/P/1583487921.01.LZZZZZZZ.jpg,288,3.97
1557738025,Ransom Game,John Buxton Hilton,1992,http://images.amazon.com/images/P/1557738025.01.LZZZZZZZ.jpg,184,3.0
1578062977,Stanley Kubrick: Interviews (Conversations With Filmmakers Series),Stanley Kubrick,2001,http://images.amazon.com/images/P/1578062977.01.LZZZZZZZ.jpg,234,4.12
034539223X,The Case of the Fenced-In Woman (Wonderful Oz Books),Erle Stanley Gardner,1995,http://images.amazon.com/images/P/034539223X.01.LZZZZZZZ.jpg,224,3.72
155870356X,Don't Be a Slave to House Work,Pam McClellan,1995,http://images.amazon.com/images/P/155870356X.01.LZZZZZZZ.jpg,164,2.4
1591164354,The Prince Of Tennis (The Prince Of Tennis),Takeshi Konomi,2004,http://images.amazon.com/images/P/1591164354.01.LZZZZZZZ.jpg,192,4.09
1590520599,Lists to Live By: The Fourth Collection : For Everything That Really Matters (Lists to Live By),Alice Gray,2002,http://images.amazon.com/images/P/1590520599.01.LZZZZZZZ.jpg,352,3.75
1413900003,Azumanga Daioh Volume 1,Kiyohiko Azuma,2003,http://images.amazon.com/images/P/1413900003.01.LZZZZZZZ.jpg,172,4.19
1590520572,Lists to Live By For Smart Living,Alice Gray,2002,http://images.amazon.com/images/P/1590520572.01.LZZZZZZZ.jpg,176,4.29
044116661X,Dragons of Light,Orson Scott Card,1983,http://images.amazon.com/images/P/044116661X.01.LZZZZZZZ.jpg,317,3.62
156971441X,Star Wars - Shadows of the Empire: Evolution,Steve Perry,2000,http://images.amazon.com/images/P/156971441X.01.LZZZZZZZ.jpg,117,3.24
157062206X,Dream Conversations: On Buddhism and Zen,MUSO KOKUSHI,1996,http://images.amazon.com/images/P/157062206X.01.LZZZZZZZ.jpg,120,4.35
080505670X,Wild Minds: What Animals Really Think,Marc D. Hauser,2001,http://images.amazon.com/images/P/080505670X.01.LZZZZZZZ.jpg,336,3.74
2070423522,L'Evangile du Serpent,Pierre Bordage,2003,http://images.amazon.com/images/P/2070423522.01.LZZZZZZZ.jpg,676,3.49
2070368491,Loin de Rueil,Raymond Queneau,1977,http://images.amazon.com/images/P/2070368491.01.LZZZZZZZ.jpg,211,3.83
1556611846,Catch the Vision 2000,Bill Stearns,1991,http://images.amazon.com/images/P/1556611846.01.LZZZZZZZ.jpg,206,2.0
156025453X,Carved in Rock: Short Stories by Musicians,Greg Kihn,2003,http://images.amazon.com/images/P/156025453X.01.LZZZZZZZ.jpg,330,3.19
3442455251,Die DamalstÃ?Â¼r.,Akif Pirincci,2003,http://images.amazon.com/images/P/3442455251.01.LZZZZZZZ.jpg,382,3.6
3423129816,Ein Mann der schlÃ?Â¤ft.,Georges Perec,2002,http://images.amazon.com/images/P/3423129816.01.LZZZZZZZ.jpg,141,4.08
015600559X,The Reader's Companion to Ireland,Alan Ryan,1999,http://images.amazon.com/images/P/015600559X.01.LZZZZZZZ.jpg,293,4.36
067155140X,HEART AND SOUL,Bruno Cortis,1997,http://images.amazon.com/images/P/067155140X.01.LZZZZZZZ.jpg,240,4.5
034529372X,Medusa: A Tiger by the Tail,Jack Chalker,1989,http://images.amazon.com/images/P/034529372X.01.LZZZZZZZ.jpg,294,3.96
3423116668,World's End. Roman.,Tom Coraghessan Boyle,1992,http://images.amazon.com/images/P/3423116668.01.LZZZZZZZ.jpg,624,4.01
089870183X,Another Sort of Learning,James V. Schall,1988,http://images.amazon.com/images/P/089870183X.01.LZZZZZZZ.jpg,299,4.24
3813501035,Das Tagebuch des Oscar Wilde.,Peter Ackroyd,1999,http://images.amazon.com/images/P/3813501035.01.LZZZZZZZ.jpg,287,3.83
342312671X,Der verschwundene Kopf des Damasceno Monteiro.,Antonio Tabucchi,1999,http://images.amazon.com/images/P/342312671X.01.LZZZZZZZ.jpg,250,3.68
3423125020,Kleine MiÃ?Â?verstÃ?Â¤ndnisse ohne Bedeutung. ErzÃ?Â¤hlungen.,Antonio Tabucchi,1998,http://images.amazon.com/images/P/3423125020.01.LZZZZZZZ.jpg,183,3.66
345318999X,Meetings und andere Grausamkeiten. Ein Dilbert-Buch.,Scott Adams,2001,http://images.amazon.com/images/P/345318999X.01.LZZZZZZZ.jpg,112,3.88
3250300071,Mein Lissabon. Ein Lese- und Bilderbuch.,Fernando Pessoa,2001,http://images.amazon.com/images/P/3250300071.01.LZZZZZZZ.jpg,187,3.44
345319604X,Der Fall von Madrid.,Rafael Chirbes,2002,http://images.amazon.com/images/P/345319604X.01.LZZZZZZZ.jpg,336,3.69
3423094168,Irland- Lesebuch,Harald Raykowski,2002,http://images.amazon.com/images/P/3423094168.01.LZZZZZZZ.jpg,184,4.0
1853264121,Works of William Blake (Wordsworth Poetry Library),William Blake,1999,http://images.amazon.com/images/P/1853264121.01.LZZZZZZZ.jpg,318,4.35
1566630517,Veil and Cowl: Writings from the World of Monks and Nuns,James B. Simpson,1994,http://images.amazon.com/images/P/1566630517.01.LZZZZZZZ.jpg,272,3.17
1558502912,Mr. Cheap's Chicago,Mark Waldstein,1994,http://images.amazon.com/images/P/1558502912.01.LZZZZZZZ.jpg,320,3.56
1581950357,Fool's Gold,Jane S. Smith,2001,http://images.amazon.com/images/P/1581950357.01.LZZZZZZZ.jpg,340,2.9
3548235638,Die Ratten. Berliner TragikomÃ?Â¶die.,Gerhart Hauptmann,1994,http://images.amazon.com/images/P/3548235638.01.LZZZZZZZ.jpg,144,3.09
1879960001,The Two Mujeres,Sara Levi Calderon,1995,http://images.amazon.com/images/P/1879960001.01.LZZZZZZZ.jpg,204,3.2
080650160X,The Ethics of Ambiguity,Simone De Beauvoir,2000,http://images.amazon.com/images/P/080650160X.01.LZZZZZZZ.jpg,162,4.15
156947351X,A Bed in Heaven,Tessa de Loo,2004,http://images.amazon.com/images/P/156947351X.01.LZZZZZZZ.jpg,144,3.19
1869660307,A Blonde in the Bazaar,Jill Worrall,2003,http://images.amazon.com/images/P/1869660307.01.LZZZZZZZ.jpg,227,3.05
055349337X,The It Guy (Sweet Valley High Senior Year No. 21),FRANCINE PASCAL,2000,http://images.amazon.com/images/P/055349337X.01.LZZZZZZZ.jpg,192,3.32
1558743693,Catch the Whisper of the Wind,Cheewa James,1995,http://images.amazon.com/images/P/1558743693.01.LZZZZZZZ.jpg,264,4.0
3499229153,Paradies.,Toni Morrison,2001,http://images.amazon.com/images/P/3499229153.01.LZZZZZZZ.jpg,495,3.81
3518380249,StÃ?Â¼cke I.,Thomas Bernhard,1988,http://images.amazon.com/images/P/3518380249.01.LZZZZZZZ.jpg,348,3.91
1577489713,Oregon (Inspirational Romance Collections),Birdie Etchison,2000,http://images.amazon.com/images/P/1577489713.01.LZZZZZZZ.jpg,464,3.6
067150245X,The Journey Home: What Near-Death Experiences and Mysticism Teach Us About the Meaning of Life and Living,Philip Berman,1996,http://images.amazon.com/images/P/067150245X.01.LZZZZZZZ.jpg,207,3.81
1563923114,Ford Thunderbird &amp; Mercury Cougar Automotive Repair Manual: Models Covered All Ford Thunderbird and Mercury Cougar Models 1989 Through 1997 (Haynes Automotive Repair Manual Series),Ken Freund,1998,http://images.amazon.com/images/P/1563923114.01.LZZZZZZZ.jpg,314,4.0
072140524X,Parable of the Lost Sheep,Sylvia Mandeville,1987,http://images.amazon.com/images/P/072140524X.01.LZZZZZZZ.jpg,52,5.0
014056649X,Madeline in London,Ludwig Bemelmans,2000,http://images.amazon.com/images/P/014056649X.01.LZZZZZZZ.jpg,32,4.15
1592261914,Farmer John's Seeds,Dick Bruna,2004,http://images.amazon.com/images/P/1592261914.01.LZZZZZZZ.jpg,12,3.67
1583940871,Peace Between the Sheets: Healing With Sexual Relationships,Marnia Robinson,2003,http://images.amazon.com/images/P/1583940871.01.LZZZZZZZ.jpg,296,3.18
