ISBN,0
1550224220,Biography & Autobiography
2207253252,Novel
067972267X,Fiction
1579546390,Self-Help
075820079X,Fiction
1568219024,Cooking
1888799315,Medical
096504503X,Transportation
1582430349,Fiction
1860541909,Pets
1880559080,Business & Economics
038075892X,Juvenile Fiction
1575667789,Fiction
3442451949,Ex-convicts
1578563968,Health & Fitness
8472232697,Education
8433914782,Fiction
1582431000,Fiction
034536743X,Fiction
1583143688,Fiction
2253003662,Fiction
067991384X,Environmental protection
1842320122,Fiction
1565077008,Business & Economics
1551664984,Fiction
057115171X,Biography & Autobiography
055380247X,Fiction
1400300533,Juvenile Nonfiction
087785386X,Religion
1551668270,Fiction
3518373234,Americans
1564147088,Health & Fitness
1567920810,Art
1553950852,Fiction
1582341591,Fiction
055357521X,Fiction
082340630X,Juvenile Fiction
188526612X,Literary Criticism
019283813X,Fiction
1573660949,Fiction
1400046114,Business & Economics
039914983X,Fiction
076151628X,Psychology
037319658X,Fiction
088289661X,Cooking
1562790803,History
1592231365,Architecture
2207228290,French fiction
1551666189,Fiction
1569712808,Juvenile Fiction
1575667525,Fiction
1860494595,"Authors, English"
069100448X,Social Science
8471663945,Literary Collections
1580174108,Gardening
1573441546,Comics & Graphic Novels
1573240834,Family & Relationships
080070665X,Christian biography
1551521253,Literary Criticism
081331772X,Language Arts & Disciplines
067986153X,Juvenile Nonfiction
051737997X,Detective and mystery stories
1551668351,Fiction
034531266X,Fiction
074345829X,Fiction
2253052353,Fiction
068814182X,Fiction
155166738X,Fiction
031220891X,Fiction
1558175822,CRIMES ET CRIMINELS.
2226086943,Fiction
1557091005,Literary Collections
087628411X,Education
1576738078,Fiction
042516814X,Fiction
1578561515,Fiction
2877142132,French language
1559700904,Fiction
1575665506,Fiction
006080937X,Fiction
1857997638,English fiction
1890768367,Reference
2868691870,American fiction
8479534451,Cambio (Psicología)
080213419X,Fiction
089733342X,Biography & Autobiography
084231928X,Fiction
067102325X,Medical
1892145022,Travel
1565924347,Computers
1565842766,History
1580081266,Cooking
1842326732,Fiction
1559703989,Fiction
1883011302,Biography & Autobiography
1565122763,Fiction
1400062853,Humor
1551664933,Fiction
1931561281,Alienation (Social psychology)
068484480X,Political Science
4817090014,Cooking
1564024105,Juvenile Nonfiction
1862040281,Religion
1582340641,Health & Fitness
019280068X,Sports & Recreation
1842222414,Computers
1400047447,Fiction
1930182023,Business
080500971X,Alabama
1580627749,Pets
1853262641,Fiction
067972866X,American fiction
1401902294,Family & Relationships
3442448794,Aboriginal Australians
1903015073,Children's stories
1559722630,Travel
1587611155,Juvenile Nonfiction
1569472548,Fiction
1555831443,Gay men
087980436X,Self-Help
1879384493,Reference
067974388X,Self-Help
1902593731,Art
1570714592,Political Science
185242527X,Fiction
1564968960,Computers
188364254X,Fiction
038532586X,Juvenile Fiction
1551666944,Fiction
051767727X,American wit and humor
1582970068,Language Arts & Disciplines
1583142975,Fiction
155821304X,Crafts & Hobbies
1580173152,Architecture
1565048105,"Fantasy fiction, American"
006444094X,Juvenile Fiction
1561480487,Cooking
1573229334,Fiction
1586480286,Biography & Autobiography
2253172162,Fiction
034544244X,Fiction
1583142460,Fiction
1569472602,Fiction
1556434324,Religion
1870989090,Religion
039915079X,Fiction
1890768359,Fiction
044900726X,Fiction
1565921496,Computers
1883523036,Family & Relationships
043935496X,Juvenile Fiction
038549159X,Fiction
1562614908,Business & Economics
3900478406,Lebanon
059044431X,United States
1587610906,Family & Relationships
041318160X,Drama
080411787X,Fiction
1558175938,Social Science
1875137955,Cookies
051723159X,Fiction
1560973862,Humor
057117518X,Social Science
059043053X,Fiction
155166156X,Fiction
1579620396,Fiction
076455137X,Crafts & Hobbies
1586609629,Fiction
081254949X,Fiction
044077456X,Juvenile Fiction
1586638645,Literary Criticism
1582430667,Fiction
044920801X,Philosophy
1557481105,Religion
1887128964,Education
1591840082,Business & Economics
1885670044,Health & Fitness
1883642795,Fiction
1556616457,Juvenile Fiction
1550502077,Fiction
039914255X,Health & Fitness
006067055X,Self-Help
1582343799,Pets
094407281X,Fiction
1558532455,Cooking
2070417700,Fiction
014062144X,Adventure stories
1551667940,Fiction
038533611X,Fiction
006444192X,Juvenile Fiction
1559724919,History
1572160365,Fiction
087930703X,Music
067081752X,Fiction
1565121805,Family & Relationships
076530919X,Fiction
1550376926,Juvenile Nonfiction
2842192508,French literature
048641034X,Juvenile Nonfiction
014014904X,Fiction
158542045X,Psychology
1569471207,Fiction
1558610189,Fiction
037570521X,Biography & Autobiography
1551667290,Fiction
014028124X,Fiction
055329735X,Fiction
2290045764,Alienation (Social psychology)
076454361X,Computers
1585711098,Fiction
1558534172,Biography & Autobiography
1572972173,Comics & Graphic Novels
031228795X,Fiction
030711872X,Juvenile Nonfiction
188322067X,Juvenile Nonfiction
1567185096,"Body, Mind & Spirit"
1582431582,Fiction
1580050360,Fiction
1551520117,Humor
1572492546,History
1575660083,Science
1557091277,History
1575450615,Fiction
1550022075,History
030711807X,Airplanes
1878067028,Fiction
1561561452,Drawing
1555837417,Fiction
159182267X,Comics & Graphic Novels
037371128X,Fiction
1567182992,"Body, Mind & Spirit"
1570641285,Barney (Fictitious character)
1592400388,Biography & Autobiography
1568580118,Comics & Graphic Novels
1564581292,Juvenile Nonfiction
055338094X,Biography & Autobiography
1573228834,"Body, Mind & Spirit"
2020381125,Art critics
1572970081,Fiction
156025355X,Law
1567184103,"Body, Mind & Spirit"
1550741136,Juvenile Nonfiction
087477330X,Consumer education
1551667541,Fiction
1565121872,Fiction
067980160X,Bullying
1580630286,Biography & Autobiography
1555831761,Fiction
1573540455,Travel
2010178750,Fiction
1558746129,Pets
037550141X,Fiction
014044470X,Fiction
071483937X,Performing Arts
031209020X,College readers
044040066X,Juvenile Fiction
155037026X,Juvenile Fiction
084231802X,Family & Relationships
038523533X,Religion
1559637153,Political Science
039571091X,North Dakota
047206357X,Social Science
037328957X,Fiction
1585748684,Nature
067494593X,Education
1571201025,Crafts & Hobbies
037351171X,Fiction
1555835562,Fiction
1576730336,Fiction
039395434X,Literature
051513421X,Fiction
1570820457,Dalmatian dog
1573451657,Biography & Autobiography
1570980314,Fiction
039396924X,Literary Criticism
081181906X,Fiction
1561705063,"Body, Mind & Spirit"
1555520294,"Body, Mind & Spirit"
088001671X,Poetry
1551662655,Missing children
061812702X,Fiction
1569314837,Juvenile Fiction
189987402X,Biography & Autobiography
039304808X,Fiction
1557042233,Biography & Autobiography
1572972165,Fiction
044021274X,Fiction
087596799X,Gardening
1400077087,Fiction
1550224972,Self-Help
1561483338,Social Science
1551431408,Travel
1580631673,Cooking
1740592301,Travel
1565073711,Social Science
156474230X,Fiction
225302256X,Fiction
030681207X,Biography & Autobiography
082177610X,Fiction
087286426X,Fiction
315003681X,Arthurian romances
1590580516,Fiction
019866141X,Quotations
1551669455,Fiction
1891830201,Humor
006101141X,Fiction
055357812X,Fiction
082031949X,Biography & Autobiography
1583140123,Fiction
207042314X,Fiction
1555834167,Key West (Fla.)
039480080X,Juvenile Fiction
1862300127,"World War, 1914-1918"
1561708453,Fiction
1561705284,Self-Help
067173895X,Fiction
1586601091,Family & Relationships
014030164X,Fairy tales
1559704829,Fiction
067179695X,Reference
038533320X,Biography & Autobiography
1561642851,Nature
1857976665,Fiction
080360162X,Medical
1555540201,Literary Criticism
1401300057,Biography & Autobiography
3822881643,Erotic art
1585748668,Travel
1570086524,Religion
039913381X,Fiction
074560448X,Religion
068811055X,Brothers and sisters
8408039369,Fiction
055321392X,Fiction
185326461X,Fiction
076534419X,Fiction
1580630227,Performing Arts
1875284060,Communism
076422039X,Fiction
028105245X,Biography & Autobiography
038080803X,Fiction
1853260754,Drama
8437604184,Fiction
1896597726,Comics & Graphic Novels
068481451X,Poetry
1575667061,Fiction
1560540214,Fiction
1573220531,"Body, Mind & Spirit"
1575663686,Fiction
019283469X,History
006061174X,Religion
1559700513,Fiction
157731140X,Religion
1551431114,Juvenile Fiction
1573241296,Religion
006000441X,Fiction
080246808X,Prayer
1563670143,Art
184149058X,Fiction
1584853638,Juvenile Fiction
014044355X,Fiction
1557738912,Fiction
030712004X,Juvenile Fiction
8495501090,Fiction
034544177X,Biography & Autobiography
1861052073,Travel
019504360X,Fiction
1897766637,Cooking
082630530X,Science
031242048X,Fiction
155166755X,Fiction
037325024X,Fiction
084993477X,Social Science
8497594452,Fiction
068482521X,Business & Economics
8879831321,Fiction
1931499403,Crafts & Hobbies
1564781992,Fiction
037352014X,Fiction
1880656442,Performing Arts
157231947X,Computers
1551662914,Fiction
031298359X,Fiction
1559920610,Science
074345328X,Biography & Autobiography
2070367983,"Authors, French"
1853752797,Authors
1557830290,Drama
1582970726,Language Arts & Disciplines
1551669595,Fiction
2020334933,Single mothers
157029237X,Education
1590170210,Fiction
014100522X,Biography & Autobiography
1881084051,Fiction
1579550088,Computers
1566630495,History
1573228192,Biography & Autobiography
075411189X,Murder
044970369X,Juvenile Fiction
1578516730,Business & Economics
1931081727,Fiction
1889876011,Literary Collections
1550651668,Biography & Autobiography
187374143X,Fiction
8423333825,Fiction
1892065606,Fiction
056353821X,Biography & Autobiography
055309713X,Religion
1400030927,Fiction
158005076X,Philosophy
084395146X,Fiction
3404940059,Film - Psychologie
1561640913,Travel
1565543173,Travel
044914562X,Fiction
1565922433,Computers
044040164X,Juvenile Fiction
186066170X,Biography & Autobiography
1892391139,Fiction
1572242558,Self-Help
038524648X,Humor
2226109625,Poetry
034536550X,Fiction
1585746924,History
3822856444,Art
1570760381,Sports & Recreation
157366099X,Fiction
051722108X,Juvenile Fiction
1551923106,Cooking
074343756X,Fiction
067972186X,History
1558741127,Family & Relationships
189676438X,Fiction
081291158X,History
1578567475,Juvenile Fiction
037540600X,Fiction
042509703X,Biography & Autobiography
1869401557,Maori (New Zealand people)
1587750007,Poetry
1555835058,Fiction
1561790982,House & Home
055358412X,Fiction
1567188087,House & Home
1574862170,Cooking
1853994847,Foreign Language Study
1570621691,Religion
1587213974,Fiction
1858287448,Travel
076422185X,Religion
1573240796,"Body, Mind & Spirit"
1555834795,Fiction
1551664941,Fiction
007024250X,Grail
2878581075,Genres littéraires
8806128744,Fiction
1573240621,Psychology
2253030589,Fiction
044900399X,Fiction
031229056X,Fiction
1586606271,Fiction
039472013X,Continental Op (Fictitious character)
094655157X,Nature
014051192X,Reference
031280752X,Fiction in English
067162086X,Health & Fitness
067166641X,Fiction
1565120906,Games & Activities
1402202520,History
1878448641,Philosophy
1556613598,Fiction
155285020X,Reference
1400095190,Poetry
1579543464,Health & Fitness
046509144X,Business & Economics
1583144285,Fiction
1569247773,Fiction
1901680029,Performing Arts
2253146889,Fiction
055356028X,Fiction
1577312333,Biography & Autobiography
000224554X,Fiction
1853261696,Juvenile Fiction
051757635X,Altruism
080506639X,Biography & Autobiography
067003066X,Fiction
1583141537,Fiction
080772906X,Education
030713122X,Cats
078601265X,True Crime
1564780295,Fiction
1559636602,Architecture
1884369626,Religion
1556614675,Juvenile Fiction
1896597122,Comics & Graphic Novels
059042419X,Babysitters
039309880X,Fiction
1582972397,Language Arts & Disciplines
1573248533,Self-Help
1573441279,Family & Relationships
8830419850,Fiction
3421053286,Germany (West)
1567181562,Fiction
1567996035,Religion
038078243X,Fiction
1564024199,Juvenile Fiction
006103097X,Fiction
2070384284,Fiction
044017161X,Fiction
8421631853,Juvenile Fiction
042517350X,Fiction
067176392X,Psychology
1854710621,Herbals
1889439231,Fiction
1558749861,Family & Relationships
1593150164,Fiction
1571458506,Humor
1591430046,History
1582340838,Fiction
8420448141,Juvenile Fiction
087905283X,Fiction
1551660253,Fiction
077375783X,Free material
1573440167,Humor
1880032376,Social Science
014000971X,Fiction
080549040X,Biography & Autobiography
046501822X,Education
1585710946,Fiction
1402202695,Self-Help
1551669382,Fiction
1855381052,Fortune-telling by runes
185242740X,Fiction
080784232X,History
1582432902,Fiction
1401300553,Biography & Autobiography
1570640793,Juvenile Fiction
051756484X,Juvenile Nonfiction
1576738027,Fiction
1880656655,Fiction
034532434X,Fiction
1894877047,Fiction
067973547X,Biography & Autobiography
1582402159,Comics & Graphic Novels
1580621902,Wedding etiquette
1556523238,Sports & Recreation
1557280258,Social Science
4770019076,Foreign Language Study
1563896680,Comics & Graphic Novels
038531891X,Fiction
186046694X,Fiction
006050949X,Biography & Autobiography
1402200463,Sports & Recreation
055315544X,Detective and mystery stories
030712097X,Juvenile Fiction
1570625387,Fiction
1551661535,Fiction
1859580807,Magic
081180237X,"Carols, English"
006019135X,Cooking
1567921574,Comics & Graphic Novels
037570101X,Travel
1853260517,Fiction
156280037X,Lesbians
1885586604,Fiction
078214201X,Computers
078530133X,Fairy tales
1573227226,Fiction
038089601X,Fiction
2226086935,Fiction
042519454X,Fiction
1561703524,Health & Fitness
053107112X,Juvenile Fiction
1892062135,Conspiracies
078601105X,Fiction
1580623336,Family & Relationships
1551660717,Fiction
078711104X,Humor
031215707X,Fiction
1853755427,Biography & Autobiography
1555467210,Indians of North America
1579546986,Health & Fitness
042510625X,Fiction
1591852803,Fiction
155728542X,Poetry
033037222X,English literature
184023623X,Comics & Graphic Novels
1563978679,Juvenile Fiction
1875604030,"Horror tales, Australian"
1587991039,Business & Economics
1878346512,Business & Economics
093062582X,Antiques & Collectibles
068815333X,Fiction
1578590426,Performing Arts
2264026871,"Hymns, English"
091516650X,Competition (Psychology)
081183137X,Nature
1569244863,Biography & Autobiography
1570624305,Religion
1580910157,Health & Fitness
045120767X,Fiction
067181740X,Cats
1550222902,History
1558538186,Travel
1579121128,Sports & Recreation
1567994741,Crafts & Hobbies
1550224743,Psychology
1564586480,"Picture dictionaries, English"
1565120175,Fiction
007025706X,Cosmology
1878424343,Health & Fitness
1931513147,Fiction
1550413864,Literary Criticism
156414450X,Language Arts & Disciplines
068419192X,Fiction
2203001011,Young Adult Nonfiction
037581423X,Juvenile Fiction
059040718X,Juvenile Nonfiction
007554332X,Business & Economics
1400032644,Fiction
1591296943,Fiction
038072491X,Fiction
2290324345,Foreign Language Study
1879682621,Humor
1580050301,Biography & Autobiography
1573226882,Biography & Autobiography
2253150908,Alchemists
1559703644,Fiction
081171814X,Transportation
014027927X,Fiction
1561641359,Nature
1841490938,Fiction
2020367173,Fiction
082736394X,Medical
1560443529,Science
044021792X,True Crime
080411286X,Fiction
185828077X,Europe
068481594X,Business & Economics
1573920533,Biography & Autobiography
1573248541,House & Home
1579547915,Self-Help
081255731X,Fiction
038572070X,Science
045121109X,Fiction
060980765X,Business & Economics
1576730948,Cooking
1557253099,Religion
1885061633,Nature
034538735X,Fiction
1869500830,Psychology
1880698048,"Body, Mind & Spirit"
006000181X,Fiction
155734678X,Art
076790043X,Cooking
3453866789,Boys
1582970009,Reference
1841721611,House & Home
1582343314,Humor
1903471281,Travel
074320008X,Science
1555533876,Law
1565847172,History
2290316776,Time travel
014131088X,Juvenile Fiction
034530196X,Fiction
031041511X,Religion
089865405X,Indian mythology
8432207888,Fiction
084782179X,Design
089594099X,Feminism
1590790510,Business & Economics
1567314015,Christian life
075480187X,Crafts & Hobbies
1578050421,Nature
8435006484,Fiction
2842056477,Criticism
1562471112,Juvenile Fiction
1932595023,Political Science
1893554457,Political Science
082122557X,Photography
1577310454,"Body, Mind & Spirit"
1589971272,Religion
157344166X,Health & Fitness
051512902X,Fiction
015600206X,Circus
067945148X,Fiction
082173508X,Fiction
1569472041,Fiction
1891852205,Travel
1565920481,Database management
1556612710,Juvenile Fiction
1861080808,Crafts & Hobbies
044101187X,Fiction
1592284035,Health & Fitness
1563336375,Fiction
1582432554,Fiction
1882376536,History
1859581692,Fairy tales
1560986379,Nature
067150245X,Biography & Autobiography
031220552X,Fiction
038526500X,Fiction
2070513432,"Children's stories, French"
1562824112,Juvenile Fiction
1577310721,Psychology
1858285119,Travel
1588341046,History
1568496133,Fiction
059045403X,Schools
1556433131,Health & Fitness
1555835821,Fiction
156731399X,Spiritual life
185230202X,Druids and Druidism
009144120X,Detective and mystery stories
1883011582,History
1559212144,Barsetshire (England : Imaginary place)
3822855588,Art
038078338X,Fiction
1878448668,Fiction
189830713X,"Body, Mind & Spirit"
015600125X,Literary Collections
039447886X,Political fiction
1580631584,Self-Help
1568582196,History
1583144803,Fiction
2070388425,Fiction
087341778X,Antiques & Collectibles
068484964X,Psychology
076891079X,Language Arts & Disciplines
2070408019,Fiction
1899598162,Fiction
1569550913,Religion
1586607251,Fiction
207042202X,Fiction
014130636X,Juvenile Fiction
089815880X,Business & Economics
080481631X,Sports & Recreation
1550223968,Biography & Autobiography
1400034701,Fiction
086571231X,Education
088240489X,Biography & Autobiography
1565041992,Fiction
207037811X,Fiction
1586480170,Biography & Autobiography
1567180264,"Body, Mind & Spirit"
1877004057,Art
014118485X,Middle-aged men
1585007730,Fiction
155661103X,Christian life
1864502509,Travel
1841950521,Poetry
1558850155,Biography & Autobiography
1891620029,Biography & Autobiography
1563920301,Transportation
1570626219,Medical
1590580176,Fiction
055315687X,Fiction
1550415328,Juvenile Fiction
1568580266,Fiction
034538184X,Fiction
842333435X,European fiction
2070364429,Fiction
088070778X,Fiction
051512723X,Fiction
1550024051,History
055323742X,Frontier and pioneer life
1853262188,Fiction
1862077029,Biography & Autobiography
006099505X,Fiction
1400041244,Biography & Autobiography
1550502700,Fiction
081425022X,Social Science
1594260133,Fiction
1579120164,Travel
1550390767,Juvenile Fiction
2070327884,Poetry
055309128X,Fiction
032108764X,Literary Criticism
2226115269,Fiction
1552450651,Travel
1558213767,Biography & Autobiography
1896522173,Biography & Autobiography
044179579X,Fantasy fiction
157409078X,Fiction
1930974272,Poetry
1565845803,Biography & Autobiography
8484530256,Fiction
1582341842,Sports & Recreation
8408043811,Egypt
1565844041,Fiction
1566395844,Religion
1572303727,Psychology
1551668866,Fiction
1564020444,Humorous stories
083480297X,Buddhism.
1575667517,Fiction
1575252481,Drama
014024767X,Fiction
082175467X,Fiction
1561631256,Comics & Graphic Novels
044101142X,Fiction
1572242701,Family & Relationships
1587541033,Fiction
074320011X,Science
1593100183,Humor
1895387329,Fiction
006250374X,Music
059046597X,Juvenile Fiction
070222734X,Families
055356806X,Fiction
1902881788,Fiction
1578561388,Fiction
006109692X,True Crime
1570624623,Religion
207040966X,Fiction
068418446X,Fiction
069811373X,Juvenile Fiction
068985949X,Juvenile Fiction
1874509638,Fiction
078621418X,Fiction
1555837808,Biography & Autobiography
1931933316,Travel
9682321557,Juvenile Fiction
1555836941,Fiction
184046092X,Psychology
2020581167,Fiction
8466611622,Fiction
1578565162,Family & Relationships
1566491118,Biography & Autobiography
1852424311,Fiction
1400047951,Comics & Graphic Novels
226612515X,Fiction
158542062X,Religion
1550741195,Juvenile Fiction
1565048083,Games
081121155X,Fiction
1573222143,Fiction
034545281X,Nature
014006737X,Fiction
1551665360,Fiction
1886910022,Juvenile Fiction
1565123301,Biography & Autobiography
074340596X,Fiction
093753921X,Self-Help
080326870X,Fiction
2226090207,Fiction
157856400X,Fiction
055315964X,Juvenile Fiction
1594140871,Fiction
1880032996,Self-Help
156023377X,Social Science
1573441732,Fiction
1570360642,Juvenile Nonfiction
037582412X,Juvenile Fiction
031218008X,Fiction
089529835X,Executives
1567186637,"Body, Mind & Spirit"
1859678971,"Body, Mind & Spirit"
1850154295,Medical
1552070182,Nationalism
1585470503,Fiction
014043528X,Literary Collections
1861080646,Crafts & Hobbies
093141105X,Health & Fitness
1884364411,Star Fox 64 (Game)
1580170501,Cooking
1568580789,Fiction
1861053541,Rugby football
1551667452,Fiction
034078721X,Pets
038533494X,Fiction
075284332X,Assassins
2070419789,Fiction
1858684544,"Body, Mind & Spirit"
2253006920,Fiction
1556343272,Games
067150293X,Juvenile Fiction
1551665956,Fiction
1562763970,Computers
1840680113,Fiction
2253152854,Fiction
078510898X,Juvenile Fiction
1558746455,Family & Relationships
055310893X,Fiction
1863511024,Crafts & Hobbies
087877131X,Tarot
1585421049,Health & Fitness
1864503696,Foreign Language Study
1560101768,Juvenile Fiction
1578567734,Fiction
031208479X,Philosophy
2070387178,"Authors, French"
1881471322,Drama
9681902556,Juvenile Nonfiction
1570089787,Family & Relationships
1573221864,Fiction
051753276X,Photojournalism
069602585X,Gardening
1557487987,Juvenile Fiction
039475011X,Embroidery.
068485533X,Humor
1895332117,Fort Victoria (B.C.)
039302038X,Social Science
042513301X,Alaska
1841952931,Poetry
074341697X,Juvenile Fiction
1556616201,Fiction
1578565375,Juvenile Nonfiction
2864242222,Adventure stories
1579905331,Crafts & Hobbies
1568581696,Fiction
8420432016,Juvenile Fiction
1569717508,Buffy the vampire slayer (Fictitious character)
1568385196,Family & Relationships
185984412X,Political Science
1580630863,Religion
042518904X,Fiction
1854872311,Horror tales
067187862X,Fiction
1890862355,Fiction
1573440221,Fiction
8478889019,Juvenile Fiction
3822814962,Cooking
059033932X,Young adult fiction
064619397X,Nature
1892213621,Juvenile Fiction
1855857987,Architecture
9129590647,Container gardening
1569717370,Comics & Graphic Novels
044020027X,Fiction
083172434X,Disney motion picture storybooks
1575663678,Fiction
1564020339,Juvenile Fiction
1573229156,Fiction
048640109X,Fiction
076454280X,Computers
096362556X,Philosophy
1591820189,Comics & Graphic Novels
045121062X,Fiction
1853264067,Poetry
1864501863,Travel
038079540X,Fiction
034538427X,Humor
1569712352,Comics & Graphic Novels
096796752X,Biography & Autobiography
1556612443,Fiction
1560449853,Travel
1582430888,Biography & Autobiography
059515364X,Computers
1551665522,Fiction
1573229865,Fiction
1565123123,Fiction
067978179X,Drama
051712436X,"Humorous stories, American."
1570716471,Psychology
1560251034,Fiction
3829005245,Photography
075381434X,Fiction
1577312163,Travel
014017737X,Fiction
1400032350,Fiction
1558602194,Database management
1842322486,Fiction
056355178X,Reference
1896332188,Fiction
8484036383,Fiction
075050904X,Fiction
2213594740,Arabes
034529744X,Detective and mystery stories
044022652X,Fiction
1892523116,"Body, Mind & Spirit"
2253016551,India
1892295032,Music
158660550X,Christian fiction
1550376330,Juvenile Fiction
1580621317,Business & Economics
1565927311,Computers
1559702761,Biography & Autobiography
1400051908,Fiction
1562613332,Europe
1590520378,Religion
2742743510,Psychological fiction
1893732126,"Body, Mind & Spirit"
8433966871,Fiction
1556525222,Biography & Autobiography
1565926382,Computers
1565121783,Fiction
1551660474,Fiction
1561632902,Comics & Graphic Novels
051507649X,Fiction
014034537X,Juvenile Fiction
1586604902,Fiction
038531809X,Humor
1559360615,Gay men
2700225821,French language
1888952806,History
1585744247,History
039483965X,Animals
1886913250,Literary Criticism
340414810X,Fiction
080691260X,Games & Activities
080696345X,"Body, Mind & Spirit"
074320025X,Sports & Recreation
1569473358,Fiction
1586601989,Bibles
1571312161,Literary Criticism
1400060516,Fiction
1860498949,Biography & Autobiography
1588370011,Juvenile Fiction
1881548147,Fiction
1560973102,Biography & Autobiography
034542137X,Religion
1592640354,Fiction
2070392651,Fiction
1885211074,Spain
086442471X,Travel
080706341X,Nature
1575664992,Fiction
155583115X,Fiction
068487217X,Biography & Autobiography
2070406733,Fiction
1590770021,Health & Fitness
1551520842,Fiction
1573225517,Fiction
1579651658,Biography & Autobiography
1567185673,Religion
1852275928,Philosophy
1559722037,Music
1561385565,Happiness
1573225843,Religion
044020206X,Friendship
1875989218,Biography & Autobiography
055335387X,Fiction
088150078X,Fiction
1585746967,Pets
842392100X,Colombian fiction
1551520605,Poetry
080213663X,Fiction
074992344X,Design
1567310036,Self-Help
1557830541,Performing Arts
1928556345,History
1577311868,"Body, Mind & Spirit"
157673823X,Religion
044661176X,Fiction
1896095011,Juvenile Fiction
8433920170,Fiction
1931514712,Juvenile Fiction
1556525141,Reference
067187747X,Fiction
006103004X,History
034529212X,Elves
1557736359,Fiction
057506885X,Discworld (Imaginary place)
8817861022,Fiction
1572480475,Law
1400060133,Science
1575660741,Romance fiction
048628039X,Fiction
1571740481,Religion
1561382388,Sports & Recreation
1562053698,Computers
073700049X,Photography
1401201407,Comics & Graphic Novels
031329528X,Literary Criticism
1565926994,Computers
8433920065,Fiction
1558745262,Family & Relationships
1856352080,"Authors, Irish"
1882314247,Cooking
1558173455,Fiction
1878067214,Fiction
1551052601,Fiction
185230085X,Religion
042514299X,Fiction
1410757609,Fiction
1552781224,Fiction
1586601350,Fiction
038547167X,Social Science
1575210649,Computers
044021940X,Humorous stories
1558176543,Social Science
2253053104,Fiction
1557489769,Religion
034531221X,Fiction
1561632570,Art
031228988X,Fiction
1557736480,Fiction
1884910416,Language Arts & Disciplines
3442304989,Cats
2070512541,Juvenile Fiction
157748651X,Juvenile Fiction
1560444940,Nature
1889307106,Religion
156711086X,Juvenile Nonfiction
1575666987,Fiction
1871438225,Philosophy
1561738581,Cooking
051716096X,"Body, Mind & Spirit"
1573355348,Family & Relationships
1565970438,Butlers
1887797009,Call of Cthulhu (Game)
051512463X,Fiction
067167367X,Fiction
155972045X,Fiction
1843531089,Travel
059033204X,Humor
1573441333,Fiction
081674890X,Juvenile Nonfiction
087108810X,Hiking
2070424936,Fiction
1891620428,Biography & Autobiography
1551662728,Masquerades
155143234X,Juvenile Fiction
1564772780,House & Home
2020414775,France
087518426X,Indianapolis (Ind.)
1560760478,Elves
159182141X,Comics & Graphic Novels
043926040X,Curiosities and wonders
1558743456,Family & Relationships
082176828X,Fiction
006001427X,Fiction
1551665727,Fiction
039913946X,Health & Fitness
1579546226,Health.
1564580458,Health & Fitness
034527864X,Human-alien encounters
014056649X,Juvenile Fiction
1573248231,House & Home
1551666170,Fiction
039588408X,Poetry
037311799X,Fiction
1930601247,History
078684101X,Dalmatian dog
067103992X,Fiction
084991552X,Bible
2878581342,"Comic books, strips, etc"
1883002249,Juvenile Fiction
039472576X,Fiction
847880904X,Prosa literaria española
071452896X,Poetry
225305674X,Fiction
344272984X,German language materials
1891620789,Computers
067943612X,Fiction
1594140804,Fiction
1400060737,Fiction
1582342806,Fiction
1572930683,Religion
006109921X,Fiction
1551664410,Fiction
015100949X,Poetry
1878825011,History
1558321330,Cooking
1894498119,Fiction
038531700X,Fiction
1575667827,Fiction
1585420840,Religion
157441139X,Biography & Autobiography
8484504859,Kidnapping
1841211613,Children
8420484385,Fiction
1585671274,Biography & Autobiography
043966215X,Juvenile Fiction
034541036X,Psychology
1840224010,Fiction
1576300293,Cookery (Curry)
1566634881,Sports & Recreation
902470068X,Philosophy
1580632165,"Body, Mind & Spirit"
067944842X,Fiction
1901866238,Biography & Autobiography
031210104X,History
1561452203,Juvenile Fiction
2707306959,Biography & Autobiography
1890208760,Fiction
1573248215,True Crime
189254704X,Business & Economics
039483609X,Children's stories
057119446X,Historical fiction
081440233X,Business & Economics
1552094898,Cooking
096601118X,Fiction
006016445X,Technology & Engineering
037310829X,Fiction
1556613172,Religion
2253905879,Philosophy
1565120841,Fiction
1883319188,Sports & Recreation
1558537724,Humor
156663430X,History
1570084386,Christian life
1560252391,Biography & Autobiography
067974424X,Fiction
1585471992,Fiction
1573929069,Fiction
1884054994,Jewelry
1573226025,Fiction
1569470111,Fiction
038549615X,Fiction
8466300473,Fiction
1558171118,Androids
155166531X,Fiction
042512343X,Fiction
1551665212,Fiction
156025405X,Political Science
1559706546,History
1563052962,Business & Economics
031228554X,Travel
158542109X,Biography & Autobiography
1928998003,Cooking
1573225827,History
039915146X,Fiction
076456711X,Science
044970128X,Divorce
075350233X,Performing Arts
1400041651,Fiction
2082019578,Paris (France)
1569060193,Pets
044011764X,Fiction
1565076389,Religion
8421631926,Juvenile Fiction
081257995X,Fiction
1889540994,Pets
159052201X,Religion
1885331096,Self-Help
055324504X,Brain
1555831370,Fiction
1852423129,Fiction
1573061425,Biography & Autobiography
1565848292,Law
1568494467,Fiction
1585674087,Cooking
1840724137,Self-Help
1555837107,Fiction
156138657X,Cigars
1580050972,Biography & Autobiography
1569473315,Fiction
1557733465,Fiction
1564024733,Juvenile Fiction
